05-30-2019 20:21:53	30Samples	Inp Size: 36	Resolution: [2, 2]	Total Epochs: 1000	Test Data: data/train2.txt	Samples: 10000	Acc: 87.14	Prec: 91.82	Rec: 81.54	Trained On: ['data/train30.txt']
05-30-2019 20:22:20	30Samples	Inp Size: 36	Resolution: [2, 2]	Total Epochs: 1000	Test Data: data/train2.txt	Samples: 10000	Acc: 91.83	Prec: 95.05	Rec: 88.26	Trained On: ['data/train30.txt']
05-30-2019 20:22:44	30Samples	Inp Size: 36	Resolution: [2, 2]	Total Epochs: 1000	Test Data: data/train2.txt	Samples: 10000	Acc: 93.06	Prec: 95.14	Rec: 90.76	Trained On: ['data/train30.txt']
05-30-2019 20:23:07	30Samples	Inp Size: 36	Resolution: [2, 2]	Total Epochs: 2000	Test Data: data/train2.txt	Samples: 10000	Acc: 93.15	Prec: 95.28	Rec: 90.8	Trained On: ['data/train30.txt']
05-30-2019 20:24:34	40Samples	Inp Size: 36	Resolution: [2, 2]	Total Epochs: 1000	Test Data: data/train2.txt	Samples: 10000	Acc: 81.26	Prec: 98.09	Rec: 63.76	Trained On: ['data/train40.txt']
05-30-2019 20:24:55	40Samples	Inp Size: 36	Resolution: [2, 2]	Total Epochs: 1000	Test Data: data/train2.txt	Samples: 10000	Acc: 90.82	Prec: 89.1	Rec: 93.02	Trained On: ['data/train40.txt']
05-30-2019 20:25:32	40Samples	Inp Size: 36	Resolution: [2, 2]	Total Epochs: 1000	Test Data: data/train2.txt	Samples: 10000	Acc: 91.91	Prec: 98.1	Rec: 85.48	Trained On: ['data/train40.txt']
05-30-2019 20:25:57	40Samples	Inp Size: 36	Resolution: [2, 2]	Total Epochs: 2000	Test Data: data/train2.txt	Samples: 10000	Acc: 92.52	Prec: 98.23	Rec: 86.6	Trained On: ['data/train40.txt']
05-30-2019 20:26:26	40Samples	Inp Size: 36	Resolution: [2, 2]	Total Epochs: 2000	Test Data: data/train2.txt	Samples: 10000	Acc: 94.36	Prec: 94.86	Rec: 93.8	Trained On: ['data/train40.txt']
05-30-2019 20:26:56	40Samples	Inp Size: 36	Resolution: [2, 2]	Total Epochs: 2000	Test Data: data/train2.txt	Samples: 10000	Acc: 91.49	Prec: 93.87	Rec: 88.78	Trained On: ['data/train40.txt']
05-30-2019 20:27:17	40Samples	Inp Size: 36	Resolution: [2, 2]	Total Epochs: 2000	Test Data: data/train2.txt	Samples: 10000	Acc: 91.33	Prec: 95.51	Rec: 86.74	Trained On: ['data/train40.txt']
05-30-2019 20:27:52	40Samples	Inp Size: 36	Resolution: [2, 2]	Total Epochs: 2000	Test Data: data/train2.txt	Samples: 10000	Acc: 88.42	Prec: 82.25	Rec: 97.98	Trained On: ['data/train40.txt']
05-30-2019 20:28:34	40Samples	Inp Size: 36	Resolution: [2, 2]	Total Epochs: 2000	Test Data: data/train2.txt	Samples: 10000	Acc: 96.76	Prec: 98.23	Rec: 95.24	Trained On: ['data/train40.txt']
05-30-2019 20:29:44	50Samples	Inp Size: 36	Resolution: [2, 2]	Total Epochs: 2000	Test Data: data/train2.txt	Samples: 10000	Acc: 86.46	Prec: 99.08	Rec: 73.6	Trained On: ['data/train50.txt']
05-30-2019 20:30:12	50Samples	Inp Size: 36	Resolution: [2, 2]	Total Epochs: 2000	Test Data: data/train2.txt	Samples: 10000	Acc: 95.54	Prec: 98.3	Rec: 92.68	Trained On: ['data/train50.txt']
05-30-2019 20:30:44	50Samples	Inp Size: 36	Resolution: [2, 2]	Total Epochs: 2000	Test Data: data/train2.txt	Samples: 10000	Acc: 94.49	Prec: 99.25	Rec: 89.66	Trained On: ['data/train50.txt']
05-30-2019 20:31:11	50Samples	Inp Size: 36	Resolution: [2, 2]	Total Epochs: 4000	Test Data: data/train2.txt	Samples: 10000	Acc: 94.77	Prec: 99.34	Rec: 90.14	Trained On: ['data/train50.txt']
05-30-2019 20:32:14	50Samples	Inp Size: 36	Resolution: [2, 2]	Total Epochs: 14000	Test Data: data/train2.txt	Samples: 10000	Acc: 94.8	Prec: 99.36	Rec: 90.18	Trained On: ['data/train50.txt']
05-30-2019 20:33:09	50Samples	Inp Size: 36	Resolution: [2, 2]	Total Epochs: 10000	Test Data: data/train2.txt	Samples: 10000	Acc: 94.59	Prec: 97.98	Rec: 91.06	Trained On: ['data/train50.txt']
05-30-2019 20:34:09	50Samples	Inp Size: 36	Resolution: [2, 2]	Total Epochs: 10000	Test Data: data/train2.txt	Samples: 10000	Acc: 90.02	Prec: 99.33	Rec: 80.58	Trained On: ['data/train50.txt']
05-30-2019 20:35:33	50Samples	Inp Size: 36	Resolution: [2, 2]	Total Epochs: 10000	Test Data: data/train2.txt	Samples: 10000	Acc: 96.7	Prec: 98.36	Rec: 94.98	Trained On: ['data/train50.txt']
05-30-2019 20:36:11	50Samples	Inp Size: 36	Resolution: [2, 2]	Total Epochs: 11000	Test Data: data/train2.txt	Samples: 10000	Acc: 96.78	Prec: 98.47	Rec: 95.04	Trained On: ['data/train50.txt']
05-30-2019 20:37:32	50Samples	Inp Size: 36	Resolution: [2, 2]	Total Epochs: 1000	Test Data: data/train2.txt	Samples: 10000	Acc: 98.35	Prec: 99.67	Rec: 97.02	Trained On: ['data/train50.txt']
05-30-2019 20:42:03	100Samples	Inp Size: 36	Resolution: [2, 2]	Total Epochs: 1000	Test Data: data/train2.txt	Samples: 10000	Acc: 99.6	Prec: 99.88	Rec: 99.32	Trained On: ['data/train100.txt']
05-30-2019 20:42:42	100Samples	Inp Size: 36	Resolution: [2, 2]	Total Epochs: 1000	Test Data: data/train2.txt	Samples: 10000	Acc: 98.58	Prec: 99.61	Rec: 97.54	Trained On: ['data/train100.txt']
05-30-2019 20:43:14	100Samples	Inp Size: 36	Resolution: [2, 2]	Total Epochs: 1000	Test Data: data/train2.txt	Samples: 10000	Acc: 98.29	Prec: 99.33	Rec: 97.24	Trained On: ['data/train100.txt']
05-30-2019 20:43:33	100Samples	Inp Size: 36	Resolution: [2, 2]	Total Epochs: 1000	Test Data: data/train2.txt	Samples: 10000	Acc: 99.91	Prec: 100.0	Rec: 99.82	Trained On: ['data/train100.txt']
05-30-2019 21:07:09	10Samples	Inp Size: 36	Resolution: [2, 2]	Total Epochs: 1000	Test Data: data/train2.txt	Samples: 10000	Acc: 53.8	Prec: 52.0	Rec: 98.7	Trained On: ['data/train10.txt']
05-30-2019 21:07:47	10Samples	Inp Size: 36	Resolution: [2, 2]	Total Epochs: 1000	Test Data: data/train2.txt	Samples: 10000	Acc: 53.84	Prec: 52.0	Rec: 99.86	Trained On: ['data/train10.txt']
05-30-2019 21:08:12	10Samples	Inp Size: 36	Resolution: [2, 2]	Total Epochs: 1000	Test Data: data/train2.txt	Samples: 10000	Acc: 81.24	Prec: 79.24	Rec: 84.66	Trained On: ['data/train10.txt']
